Date/Time,Wind Speed (m/s),LV ActivePower (kW),Theoretical_Power_Curve (KWh),Wind Direction (°),,,
06 12 2018 09:00,15.63,2287.141113,3600,22.9824791,,,15.63
06 12 2018 09:10,16.59,2409.488037,3600,22.19881058,,,16.59
06 12 2018 09:20,16.64,2651.368896,3600,21.81617928,,,16.64
06 12 2018 09:30,16.4,2705.991943,3600,18.34802055,,,16.4
06 12 2018 09:40,17.08,2740.784912,3600,18.04940033,,,17.08
06 12 2018 09:50,17.11,2697.718994,3600,19.39557076,,,17.11
06 12 2018 10:00,16.17,2687.514893,3600,19.44342041,,,16.17
06 12 2018 10:10,16.72,2888.428955,3600,18.66810036,,,16.72
06 12 2018 10:20,15.94,3425.204102,3600,18.98913956,,,15.94
06 12 2018 10:30,14.91,3158.049072,3600,19.16900063,,,14.91
06 12 2018 10:40,14.84,2785.396973,3600,19.49741936,,,14.84
06 12 2018 10:50,14.8,3066.656982,3600,19.73456001,,,14.8
06 12 2018 11:00,14.44,3400.479004,3600,18.9444809,,,14.44
06 12 2018 11:10,14.69,3462.643066,3600,19.82442093,,,14.69
06 12 2018 11:20,13.87,3369.0979,3600,19.01069069,,,13.87
06 12 2018 11:30,14.05,3376.575928,3600,22.42643929,,,14.05
06 12 2018 11:40,14.48,3524.750977,3600,19.04920959,,,14.48
06 12 2018 11:50,14.26,3586.060059,3600,18.24620056,,,14.26
06 12 2018 12:00,13.63,3045.707031,3600,19.88853073,,,13.63
06 12 2018 12:10,13.47,3299.693115,3600,17.72171021,,,13.47
06 12 2018 12:20,13.55,3306.24707,3600,20.4285202,,,13.55
06 12 2018 12:30,13.08,3262.01709,3600,18.80278969,,,13.08
06 12 2018 12:40,14.8,3350.572998,3600,18.45639038,,,14.8
06 12 2018 12:50,14.99,3501.405029,3600,18.30175018,,,14.99
06 12 2018 13:00,13.65,3282.602051,3600,19.14086914,,,13.65
06 12 2018 13:10,13.15,3430.083008,3600,22.35961914,,,13.15
06 12 2018 13:20,14.24,3457.303955,3600,19.61219025,,,14.24
06 12 2018 13:30,13.79,3398.054932,3600,19.5175209,,,13.79
06 12 2018 13:40,13.15,3439.708984,3600,20.44418907,,,13.15
06 12 2018 13:50,14.22,3471.834961,3600,20.61882019,,,14.22
06 12 2018 14:00,14.83,2984.745117,3600,19.24834061,,,14.83
06 12 2018 14:10,14.59,3231.853027,3600,19.80809975,,,14.59
06 12 2018 14:20,13.39,3460.063965,3600,21.13194084,,,13.39
06 12 2018 14:30,13.72,3374.795898,3600,20.58087921,,,13.72
06 12 2018 14:40,15.03,3204.270996,3600,21.82344055,,,15.03
06 12 2018 14:50,14.87,3103.451904,3600,20.08995056,,,14.87
06 12 2018 15:00,15.43,3450.583984,3600,20.89151955,,,15.43
06 12 2018 15:10,14.51,2478.780029,3600,20.36290932,,,14.51
06 12 2018 15:20,15.23,2547.664063,3600,20.02429008,,,15.23
06 12 2018 15:30,16.45,2666.031982,3600,18.89075089,,,16.45
06 12 2018 15:40,14.6,2708.958984,3600,20.48586082,,,14.6
06 12 2018 15:50,13.98,3025.876953,3600,22.83869934,,,13.98
06 12 2018 16:00,14.18,3101.072021,3600,24.7581501,,,14.18
06 12 2018 16:10,15.07,3210.51709,3600,21.82056046,,,15.07
06 12 2018 16:20,14.95,2961.509033,3600,19.56389999,,,14.95
06 12 2018 16:30,16.32,3068.987061,3600,18.46093941,,,16.32
06 12 2018 16:40,14.5,3006.221924,3600,19.88855934,,,14.5
06 12 2018 16:50,14.45,3157.405029,3600,20.41220093,,,14.45
06 12 2018 17:00,13.52,3053.487061,3600,20.07829094,,,13.52
06 12 2018 17:10,13.98,3074.031982,3600,18.48529053,,,13.98
06 12 2018 17:20,13.33,2956.187988,3600,19.03195,,,13.33
06 12 2018 17:30,13.47,3273.330078,3600,20.36654091,,,13.47
06 12 2018 17:40,14.16,3489.186035,3600,20.89303017,,,14.16
06 12 2018 17:50,13.73,3524.379883,3600,18.42243004,,,13.73
06 12 2018 18:00,12.37,3494.315918,3568.012976,23.16555977,,,12.37
06 12 2018 18:10,12.79,3501.61792,3594.432653,19.67509079,,,12.79
06 12 2018 18:20,11.94,3418.888916,3511.999846,19.68758011,,,11.94
06 12 2018 18:30,12.41,3470.822021,3571.865393,21.32345963,,,12.41
06 12 2018 18:40,11.38,3227.483887,3391.576843,21.23905945,,,11.38
06 12 2018 18:50,12.57,3517.173096,3584.22341,18.87924957,,,12.57
06 12 2018 19:00,12.83,3549.678955,3595.643935,19.50468063,,,12.83
06 12 2018 19:10,11.46,3264.084961,3412.195514,19.92668915,,,11.46
06 12 2018 19:20,12.04,3357.728027,3528.167271,23.46001053,,,12.04
06 12 2018 19:30,11.24,3143.393066,3351.970892,21.17250061,,,11.24
06 12 2018 19:40,11.64,3232.940918,3454.682751,21.8662796,,,11.64
06 12 2018 19:50,11.25,3118.126953,3353.861377,20.49113083,,,11.25
06 12 2018 20:00,10.84,2906.960938,3213.800071,20.61161041,,,10.84
06 12 2018 20:10,10.45,2734.75,3040.871214,21.26398087,,,10.45
06 12 2018 20:20,9.85,2524.741943,2696.286257,20.34362984,,,9.85
06 12 2018 20:30,9.84,2506.839111,2690.899654,20.39569092,,,9.84
06 12 2018 20:40,9.17,2131.772949,2253.318097,19.36027908,,,9.17
06 12 2018 20:50,8.76,1843.645996,1993.444374,21.29323006,,,8.76
06 12 2018 21:00,8.68,1906.505005,1938.641617,20.18115997,,,8.68
06 12 2018 21:10,8.7,1888.368042,1951.404775,19.74163055,,,8.7
06 12 2018 21:20,9.41,2324.095947,2411.223097,19.7064209,,,9.41
06 12 2018 21:30,9.57,2313.38501,2495.43925,20.63505936,,,9.57
06 12 2018 21:40,10.24,2674.353027,2934.942021,20.32744026,,,10.24
06 12 2018 21:50,9.85,2546.485107,2697.832871,20.17723083,,,9.85
06 12 2018 22:00,10.5,2779.716064,3065.187113,22.61713028,,,10.5
06 12 2018 22:10,10.27,2628.906982,2950.551951,21.2888298,,,10.27
06 12 2018 22:20,9.59,2409.518066,2512.826644,23.29821014,,,9.59
06 12 2018 22:30,9.82,2523.196045,2675.826352,26.10189056,,,9.82
06 12 2018 22:40,8.71,2054.810059,1956.603444,23.82946014,,,8.71
06 12 2018 22:50,9.3,2223.331055,2337.934037,25.95401001,,,9.3
06 12 2018 23:00,9.53,2301.329102,2465.722085,24.7232399,,,9.53
06 12 2018 23:10,9.21,2179.280029,2282.866711,24.52243996,,,9.21
06 12 2018 23:20,8.99,2080.305908,2135.095547,25.72293091,,,8.99
06 12 2018 23:30,9.09,2140.322021,2202.583177,26.11618042,,,9.09
06 12 2018 23:40,11,2927.325928,3272.141907,26.08469009,,,11
06 12 2018 23:50,10.4,2688.293945,3017.647403,25.77388,,,10.4
07 12 2018 00:00,9.99,2688.176025,2782.791263,23.20915985,,,9.99
07 12 2018 00:10,10.4,2928.835938,3016.483692,21.65126038,,,10.4
07 12 2018 00:20,10.37,2889.554932,3000.501748,22.80389023,,,10.37
07 12 2018 00:30,10.98,3053.736084,3267.095288,24.9323101,,,10.98
07 12 2018 00:40,11.24,3249.679932,3351.185952,22.81963921,,,11.24
07 12 2018 00:50,11.87,3320.993896,3501.133896,26.2544899,,,11.87
07 12 2018 01:00,10.5,2855.839111,3065.931222,26.13843918,,,10.5
07 12 2018 01:10,11.16,3188.167969,3324.806408,23.90999985,,,11.16
07 12 2018 01:20,11.04,3184.717041,3287.07371,22.53832054,,,11.04
07 12 2018 01:30,11.3,3197.814941,3367.675475,23.68873978,,,11.3
07 12 2018 01:40,10.24,2835.591064,2931.962309,24.37619972,,,10.24
07 12 2018 01:50,9.63,2527.206055,2540.637257,25.67106056,,,9.63
07 12 2018 02:00,10.25,2647.518066,2937.799043,27.10279083,,,10.25
07 12 2018 02:10,9.48,2509.22998,2456.216448,23.87817955,,,9.48
07 12 2018 02:20,8.92,2125.86792,2094.780235,26.13466072,,,8.92
07 12 2018 02:30,10.47,2922.399902,3053.759913,24.17868042,,,10.47
07 12 2018 02:40,9.97,2666.309082,2774.397808,23.70929909,,,9.97
07 12 2018 02:50,8.69,2022.470947,1948.906597,25.08452988,,,8.69
07 12 2018 03:00,9.23,2240.022949,2289.947907,26.29957962,,,9.23
07 12 2018 03:10,8.6,1907.515991,1888.532321,26.11930084,,,8.6
07 12 2018 03:20,8.82,2125.614014,2025.7448,23.19636917,,,8.82
07 12 2018 03:30,8.69,2228.217041,1943.854279,21.63297081,,,8.69
07 12 2018 03:40,9.43,2571.308105,2426.760875,22.19164085,,,9.43
07 12 2018 03:50,9.17,2360.070068,2252.060667,23.69566917,,,9.17
07 12 2018 04:00,8.65,2065.343018,1919.124086,22.11152077,,,8.65
07 12 2018 04:10,8.5,2114.701904,1830.005263,22.49403954,,,8.5
07 12 2018 04:20,8.89,2431.841064,2071.058667,19.46771049,,,8.89
07 12 2018 04:30,8.88,2146.23999,2064.347443,19.75377083,,,8.88
07 12 2018 04:40,8.91,2126.011963,2085.315445,21.85596085,,,8.91
07 12 2018 04:50,10.03,2668.416992,2807.714635,21.63396072,,,10.03
07 12 2018 05:00,9.17,2208.150879,2251.057036,22.96497917,,,9.17
07 12 2018 05:10,9.73,2552.843018,2613.280196,21.07625008,,,9.73
07 12 2018 05:20,9.76,2537.079102,2632.344204,21.38689995,,,9.76
07 12 2018 05:30,9.07,2184.374023,2190.210239,24.74752045,,,9.07
07 12 2018 05:40,9.74,2583.883057,2619.755458,25.13080978,,,9.74
07 12 2018 05:50,8.9,2190.771973,2079.72233,24.25782013,,,8.9
07 12 2018 06:00,10.12,2663.538086,2866.857581,25.14970016,,,10.12
07 12 2018 06:10,8.95,2102.376953,2112.983247,25.92077065,,,8.95
07 12 2018 06:20,8.96,2312.76001,2116.801076,22.93317986,,,8.96
07 12 2018 06:30,8.67,2103.332031,1932.059509,24.21254921,,,8.67
07 12 2018 06:40,8.01,1692.86499,1534.427837,25.83674049,,,8.01
07 12 2018 06:50,8.14,1721.48999,1612.516113,27.13253021,,,8.14
07 12 2018 07:00,7.17,1284.218994,1095.089769,30.32588005,,,7.17
07 12 2018 07:10,6.72,1195.011963,894.2558125,24.30330086,,,6.72
07 12 2018 07:20,6.41,933.9284058,772.7713044,29.15757942,,,6.41
07 12 2018 07:30,6.69,1186.776978,881.2136385,27.58027077,,,6.69
07 12 2018 07:40,6.98,1234.602051,1009.12521,26.25814056,,,6.98
07 12 2018 07:50,6.08,790.1461182,649.6904493,32.69412994,,,6.08
07 12 2018 08:00,6.03,844.6885986,632.4583494,32.40372849,,,6.03
07 12 2018 08:10,6.89,1246.767944,968.4888786,30.10848045,,,6.89
07 12 2018 08:20,6.82,1097.647949,939.0107962,31.46817017,,,6.82
07 12 2018 08:30,7.12,1198.324951,1070.412484,30.17606926,,,7.12
07 12 2018 08:40,6.54,1130.954956,820.6511337,27.70593071,,,6.54
07 12 2018 08:50,6.98,1335.892944,1007.066384,24.99356079,,,6.98
07 12 2018 09:00,7.31,1381.754028,1160.58178,23.26641083,,,7.31
07 12 2018 09:10,7.08,1297.147949,1054.079448,20.75595093,,,7.08
07 12 2018 09:20,7.29,1396.228027,1152.690704,25.93226051,,,7.29
07 12 2018 09:30,5.94,810.2288208,603.749022,24.83999062,,,5.94
07 12 2018 09:40,6.57,992.9921875,833.0274537,32.2259903,,,6.57
07 12 2018 09:50,6.09,880.6400146,653.805025,28.85836983,,,6.09
07 12 2018 10:00,5.78,751.3161011,553.5232483,27.49967003,,,5.78
07 12 2018 10:10,6.21,868.9675903,695.6988237,29.64212036,,,6.21
07 12 2018 10:20,5.67,642.807312,519.4158276,25.76576996,,,5.67
07 12 2018 10:30,5.89,660.1356812,587.7267143,27.17505074,,,5.89
07 12 2018 10:40,5.88,704.1293945,583.9009023,26.24238968,,,5.88
07 12 2018 10:50,5.96,741.4990234,612.9401477,25.58579063,,,5.96
07 12 2018 11:00,6.45,930.8931274,785.755432,25.38829041,,,6.45
07 12 2018 11:10,5.89,776.2938232,589.7619122,31.42531967,,,5.89
07 12 2018 11:20,5.74,693.7141113,540.4041832,28.13075066,,,5.74
07 12 2018 11:30,5.76,687.6791992,548.3751671,29.84255028,,,5.76
07 12 2018 11:40,5.85,686.9495239,575.9627728,28.13776016,,,5.85
07 12 2018 11:50,5.43,574.3126831,448.807721,26.94861984,,,5.43
07 12 2018 12:00,6.02,768.4099731,631.742019,26.71805954,,,6.02
07 12 2018 12:10,5.85,737.8632202,574.5913646,27.74967003,,,5.85
07 12 2018 12:20,6.06,785.6785889,643.6484385,26.46517944,,,6.06
07 12 2018 12:30,6.03,851.3959961,634.4582265,22.52729988,,,6.03
07 12 2018 12:40,7.09,1212.894043,1056.449898,23.97859001,,,7.09
07 12 2018 12:50,6.56,962.9468994,831.3941013,23.99438095,,,6.56
07 12 2018 13:00,6.32,838.6373291,735.9744759,27.39740944,,,6.32
07 12 2018 13:10,5.25,508.1395874,401.0103807,28.40996933,,,5.25
07 12 2018 13:20,5.51,565.9014282,470.6264302,36.48543167,,,5.51
07 12 2018 13:30,4.79,385.2427063,286.5414584,36.63935089,,,4.79
07 12 2018 13:40,4.91,383.9721069,314.3808149,32.77677917,,,4.91
07 12 2018 13:50,4.03,175.615799,128.0917587,35.96469879,,,4.03
07 12 2018 14:00,4.47,260.4187927,215.6629157,33.26848984,,,4.47
07 12 2018 14:10,4.63,316.7131042,249.1776171,37.17079163,,,4.63
07 12 2018 14:20,4.45,271.0895996,212.2671365,44.70600891,,,4.45
07 12 2018 14:30,4.63,320.7507019,251.1245989,45.44823074,,,4.63
07 12 2018 14:40,5.33,499.6813049,421.0811766,45.82621002,,,5.33
07 12 2018 14:50,5.09,429.5495911,358.9500044,45.07260132,,,5.09
07 12 2018 15:00,5.54,505.5591125,479.3287434,58.27703094,,,5.54
07 12 2018 15:10,5.73,580.2130737,538.2727907,65.60542297,,,5.73
07 12 2018 15:20,5.6,537.0728149,498.1691139,68.36898804,,,5.6
07 12 2018 15:30,5.86,645.8900757,579.5816847,70.7875824,,,5.86
07 12 2018 15:40,5.67,565.5117798,518.7348791,73.3368988,,,5.67
07 12 2018 15:50,4.9,352.256012,312.335446,74.99903107,,,4.9
07 12 2018 16:00,5.1,348.6693115,360.6319088,76.31786346,,,5.1
07 12 2018 16:10,4.61,309.999115,245.9889293,78.22070313,,,4.61
07 12 2018 16:20,4.92,327.0578003,317.2072609,74.15598297,,,4.92
07 12 2018 16:30,4.76,323.6227112,278.7342284,68.13562775,,,4.76
07 12 2018 16:40,4.98,370.1968994,332.1874507,69.4832077,,,4.98
07 12 2018 16:50,4.4,222.3970032,200.6184704,73.04562378,,,4.4
07 12 2018 17:00,0,54.23859024,21.17627085,84.86258698,,,3.12
07 12 2018 17:10,0,3.450403929,0,107.6007996,,,2.77
07 12 2018 17:20,0,0,18.15413765,105.0056992,,,3.06
07 12 2018 17:30,3.76,60.87878036,86.99135855,134.7442017,,,3.76
07 12 2018 17:40,0,0.478466511,0,157.4299927,,,1.21
07 12 2018 17:50,0,0,0,110.6689987,,,0.91
07 12 2018 18:00,0,0,0,136.7106018,,,1.24
07 12 2018 18:10,0,0,0,186.2537994,,,1.51
07 12 2018 18:20,0,0,0,188.3473053,,,2.35
07 12 2018 18:30,0,0,0,177.8367004,,,1.54
07 12 2018 18:40,0,0,0,205.4203033,,,1.28
07 12 2018 18:50,0,0,0,248.371994,,,1.7
07 12 2018 19:00,0,0,0,210.4940033,,,2.47
07 12 2018 19:10,0,0,0,209.9024048,,,2.6
07 12 2018 19:20,0,0,0,207.1448975,,,2.49
07 12 2018 19:30,0,0,0,205.253006,,,2.33
07 12 2018 19:40,0,0,0,212.9747009,,,1.66
07 12 2018 19:50,0,0,0,213.7133026,,,2.35
07 12 2018 20:00,0,0,0,192.921402,,,1.97
07 12 2018 20:10,0,0,0,176.4985962,,,1.52
07 12 2018 20:20,0,0,0,171.2364044,,,1.09
07 12 2018 20:30,0,0,0,60.67293167,,,0.68
07 12 2018 20:40,0,0,0,219.490799,,,1.9
07 12 2018 20:50,0,0,0,243.8769073,,,1.37
07 12 2018 21:00,0,0,0,213.1988068,,,1.52
07 12 2018 21:10,0,0,0,300.5971985,,,1.04
07 12 2018 21:20,0,0,0,310.7007141,,,1.86
07 12 2018 21:30,0,0,0,283.9306946,,,2.47
07 12 2018 21:40,0,0,0,270.3192139,,,1.23
07 12 2018 21:50,0,0,0,249.8892975,,,1.84
07 12 2018 22:00,0,0,0,232.4927063,,,1.74
07 12 2018 22:10,0,0,0,189.3211975,,,1.63
07 12 2018 22:20,0,0,0,151.9954071,,,2.8
07 12 2018 22:30,0,0,0,149.5346985,,,1.93
07 12 2018 22:40,0,0,0,152.1571045,,,2.88
07 12 2018 22:50,0,0,0,156.2236023,,,2.94
07 12 2018 23:00,3.52,0,54.5077965,172.401001,,,3.52
07 12 2018 23:10,3.69,77.55098724,75.70194282,151.504303,,,3.69
07 12 2018 23:20,0,-0.166333497,0,157.8063965,,,2.73
07 12 2018 23:30,0,5.182004929,36.98010587,167.9790955,,,3.35
07 12 2018 23:40,0,21.36984062,0,151.6230011,,,2.86
07 12 2018 23:50,0,0,0,160.7503967,,,2.67
08 12 2018 00:00,0,0,0,167.2859955,,,2.61
08 12 2018 00:10,3.52,0,54.65407188,165.1855927,,,3.52
08 12 2018 00:20,3.58,97.67537689,61.06962046,150.2595978,,,3.58
08 12 2018 00:30,0,17.03393936,0,155.9942932,,,2.67
08 12 2018 00:40,0,0,24.35746964,156.7718964,,,3.18
08 12 2018 00:50,0,0,0,150.75,,,2.83
08 12 2018 01:00,0,0,0,158.7463074,,,2.44
08 12 2018 01:10,0,0,0,155.7657013,,,2.39
08 12 2018 01:20,0,0,0,156.8889008,,,2.1
08 12 2018 01:30,0,0,33.05014022,148.8961945,,,3.3
08 12 2018 01:40,0,51.55308151,37.68841659,141.9992065,,,3.36
08 12 2018 01:50,0,12.38271046,0,140.6177979,,,2.65
08 12 2018 02:00,0,0,0,147.6040955,,,2.27
08 12 2018 02:10,0,0,0,149.3455963,,,2.79
08 12 2018 02:20,0,0,0,141.8079987,,,2.14
08 12 2018 02:30,0,0,0,151.8536072,,,2.05
08 12 2018 02:40,0,0,0,144.827301,,,2.06
08 12 2018 02:50,0,0,0,154.7776947,,,2.57
08 12 2018 03:00,0,0,0,177.9541016,,,2.12
08 12 2018 03:10,0,0,0,188.4046936,,,2.12
08 12 2018 03:20,0,0,0,216.526001,,,1.46
08 12 2018 03:30,0,0,0,268.6119995,,,1.32
08 12 2018 03:40,0,0,0,265.6737976,,,1.34
08 12 2018 03:50,0,0,0,240.1215973,,,1.03
08 12 2018 04:00,0,0,0,212.0550995,,,0.99
08 12 2018 04:10,0,0,0,198.1636963,,,1.44
08 12 2018 04:20,0,0,0,188.1645966,,,2.32
08 12 2018 04:30,0,0,0,198.4654999,,,2.29
08 12 2018 04:40,0,0,29.19034468,181.4741058,,,3.25
08 12 2018 04:50,0,6.762598991,47.88971813,178.0681,,,3.46
08 12 2018 05:00,0,27.0887394,28.79293847,171.8679962,,,3.25
08 12 2018 05:10,0,0.309199691,20.91359378,182.4627991,,,3.12
08 12 2018 05:20,0,0,18.73217607,182.8625946,,,3.07
08 12 2018 05:30,0,88.30845642,19.10290308,176.1994019,,,3.08
08 12 2018 05:40,0,73.03412628,30.47260816,177.7951965,,,3.27
08 12 2018 05:50,0,10.89188004,0,189.5778961,,,2.41
08 12 2018 06:00,0,0,0,179.8361053,,,2.91
08 12 2018 06:10,0,0,0,198.7015076,,,2.62
08 12 2018 06:20,0,0,0,203.8905945,,,2.77
08 12 2018 06:30,0,0,0,206.3148041,,,2.66
08 12 2018 06:40,0,0,0,207.4432983,,,2.72
08 12 2018 06:50,0,0,0,202.1110992,,,2.58
08 12 2018 07:00,0,0,0,188.0583954,,,2.83
08 12 2018 07:10,0,9.903402328,35.07636823,184.9459991,,,3.33
08 12 2018 07:20,4.1,188.5140076,141.0093336,178.6405029,,,4.1
08 12 2018 07:30,4.47,224.8049927,215.1765998,182.1105042,,,4.47
08 12 2018 07:40,4.55,234.7610016,232.3926805,185.6056976,,,4.55
08 12 2018 07:50,5.11,339.4135132,362.7022095,184.6970062,,,5.11
08 12 2018 08:00,4.88,295.0057983,306.1196011,192.4152985,,,4.88
08 12 2018 08:10,4.75,266.2908936,276.5964244,196.4904938,,,4.75
08 12 2018 08:20,4.59,210.4544067,240.6572249,197.4555969,,,4.59
08 12 2018 08:30,4.77,243.717804,282.4823082,200.6313019,,,4.77
08 12 2018 08:40,4.97,285.375,329.5321121,200.8596954,,,4.97
08 12 2018 08:50,4.74,249.2205963,273.905541,200.3153992,,,4.74
08 12 2018 09:00,4.57,208.2256012,237.5212432,190.020401,,,4.57
08 12 2018 09:10,4.71,224.1911926,267.5923817,188.029007,,,4.71
08 12 2018 09:20,4.62,195.6678925,247.582836,188.0843048,,,4.62
08 12 2018 09:30,4.34,156.1123047,187.9836818,191.0890045,,,4.34
08 12 2018 09:40,4.6,202.3059998,244.3544075,196.8692017,,,4.6
08 12 2018 09:50,4.74,251.0617981,274.5425207,191.732193,,,4.74
08 12 2018 10:00,5.77,513.2946167,551.4275153,186.6221008,,,5.77
08 12 2018 10:10,6.13,602.8231201,668.0331635,185.2969055,,,6.13
08 12 2018 10:20,6.15,572.5084839,675.2257563,183.3096008,,,6.15
08 12 2018 10:30,6.88,833.1359863,963.8967695,183.9120026,,,6.88
08 12 2018 10:40,7.18,1000.094971,1099.562595,186.0523987,,,7.18
08 12 2018 10:50,7.15,974.6713867,1086.593034,184.3016968,,,7.15
08 12 2018 11:00,6.59,800.8289185,840.3390047,181.0834961,,,6.59
08 12 2018 11:10,7.3,983.8369141,1156.025206,182.3097992,,,7.3
08 12 2018 11:20,8.01,1300.31897,1533.91489,187.0337982,,,8.01
08 12 2018 11:30,7.42,1160.067017,1214.434669,186.8191986,,,7.42
08 12 2018 11:40,6.63,873.6801147,857.826351,184.703598,,,6.63
08 12 2018 11:50,7.44,1254.035034,1226.476357,191.9002991,,,7.44
08 12 2018 12:00,6.91,1010.64801,974.092807,186.9253998,,,6.91
08 12 2018 12:10,6.41,786.2932739,769.9501597,189.7433014,,,6.41
08 12 2018 12:20,6.84,1044.040039,944.4299475,193.6862946,,,6.84
08 12 2018 12:30,7.43,1294.590942,1223.649785,194.3809967,,,7.43
08 12 2018 12:40,8.77,1879.503052,1994.111356,195.922699,,,8.77
08 12 2018 12:50,8.88,1926.670044,2069.326237,195.156601,,,8.88
08 12 2018 13:00,8.88,1977.531006,2069.723323,196.9526978,,,8.88
08 12 2018 13:10,8.28,1678.650024,1696.860174,200.0153961,,,8.28
08 12 2018 13:20,9.33,2087.179932,2357.047571,205.4895935,,,9.33
08 12 2018 13:30,10.69,2585.483887,3153.358333,208.9763031,,,10.69
08 12 2018 13:40,10.77,2763.86499,3185.520867,207.4288025,,,10.77
08 12 2018 13:50,10.64,2616.248047,3131.675663,207.921402,,,10.64
08 12 2018 14:00,11.74,3194.635986,3475.509447,209.0491028,,,11.74
08 12 2018 14:10,12.52,3490.6521,3580.434082,209.5249023,,,12.52
08 12 2018 14:20,12.77,3593.719971,3593.79263,209.8829041,,,12.77
08 12 2018 14:30,13.02,3602.654053,3600,207.3518982,,,13.02
08 12 2018 14:40,12.55,3602.301025,3582.886439,202.9857941,,,12.55
08 12 2018 14:50,12.26,3598.038086,3556.923749,202.8282928,,,12.26
08 12 2018 15:00,12.43,3602.782959,3573.841737,202.514801,,,12.43
08 12 2018 15:10,12.57,3601.391113,3584.138096,204.4212036,,,12.57
08 12 2018 15:20,12.51,3600.9729,3579.938452,203.5762939,,,12.51
08 12 2018 15:30,12.66,3601.170898,3589.142686,203.6669006,,,12.66
08 12 2018 15:40,12.76,3601.518066,3593.529952,204.4656067,,,12.76
08 12 2018 15:50,13.02,3600.76709,3600,201.5935059,,,13.02
08 12 2018 16:00,13.01,3601.038086,3600,200.2012024,,,13.01
08 12 2018 16:10,12.99,3600.637939,3597.927739,200.6271973,,,12.99
08 12 2018 16:20,13.29,3600.683105,3600,200.3777008,,,13.29
08 12 2018 16:30,13.41,3601.863037,3600,201.2882996,,,13.41
08 12 2018 16:40,14.02,3602.466064,3600,198.4808044,,,14.02
08 12 2018 16:50,13.99,3602.459961,3600,197.7127991,,,13.99
08 12 2018 17:00,13.85,3602.524902,3600,195.1255951,,,13.85
08 12 2018 17:10,14.34,3602.753906,3600,193.3338928,,,14.34
08 12 2018 17:20,14.23,3602.51709,3600,196.8932953,,,14.23
08 12 2018 17:30,14.39,3602.493896,3600,200.7984009,,,14.39
08 12 2018 17:40,14.28,3602.554932,3600,202.6069031,,,14.28
08 12 2018 17:50,13.85,3602.2771,3600,201.9660034,,,13.85
08 12 2018 18:00,14,3602.465088,3600,205.6687927,,,14
08 12 2018 18:10,13.74,3602.354004,3600,206.7084045,,,13.74
08 12 2018 18:20,13.76,3602.073975,3600,203.6367035,,,13.76
08 12 2018 18:30,13.84,3602.427979,3600,203.9884033,,,13.84
08 12 2018 18:40,14.15,3602.268066,3600,205.7673035,,,14.15
08 12 2018 18:50,13.44,3602.336914,3600,204.6535034,,,13.44
08 12 2018 19:00,13.79,3602.561035,3600,203.7904968,,,13.79
08 12 2018 19:10,13.79,3602.576904,3600,204.3356018,,,13.79
08 12 2018 19:20,13.42,3602.115967,3600,205.0796051,,,13.42
08 12 2018 19:30,13.26,3601.943115,3600,200.8466949,,,13.26
08 12 2018 19:40,13.31,3602.315918,3600,202.3889008,,,13.31
08 12 2018 19:50,13.49,3602.032959,3600,198.5252991,,,13.49
08 12 2018 20:00,13.9,3602.159912,3600,201.8475952,,,13.9
08 12 2018 20:10,13.82,3602.093994,3600,203.9091034,,,13.82
08 12 2018 20:20,14.88,3601.980957,3600,208.9140015,,,14.88
08 12 2018 20:30,14.13,3602.099121,3600,209.6838989,,,14.13
08 12 2018 20:40,13.41,3601.862061,3600,209.8428955,,,13.41
08 12 2018 20:50,12.4,3433.784912,3570.545057,214.4373016,,,12.4
08 12 2018 21:00,10.19,2512.657959,2907.164758,218.0184021,,,10.19
08 12 2018 21:10,11.7,3282.082031,3466.806636,209.0890961,,,11.7
